HAGR_ID,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Maximum_Longevity_Years,Body_Mass_in_Grams,Temperature_in_Kelvin
3281,Viperidae,Sistrurus,miliarius,Pigmy rattlesnake,,,16.1,,
3282,Viperidae,Sistrurus,ravus,Pygmy rattlesnake,,,14.8,,
3283,Viperidae,Trimeresurus,albolabris,White-lipped tree viper,,,11.4,,
3284,Viperidae,Trimeresurus,flavoviridis,Yellow-spotted pit viper,,,24.9,,
3285,Viperidae,Trimeresurus,gramineus,Indian green tree viper,,,8.4,,
3286,Viperidae,Trimeresurus,popeorum,Pope's pit viper,,,14,,
3287,Viperidae,Trimeresurus,stejnegeri,Stejneger's pit viper,,,,,
3288,Viperidae,Vipera,ammodytes,Long-nosed viper,,,22,,
3289,Viperidae,Vipera,aspis,Asp viper,1460,1460,25,,
3290,Viperidae,Vipera,berus,Northern palaearctic viper,,,19,,
3291,Viperidae,Vipera,latastei,Lataste's viper,,,9.7,,
3292,Viperidae,Vipera,raddei,Armenian viper,,,10.7,,
3293,Viperidae,Vipera,xanthina,Palestine viper,,,16.4,,
3294,Xantusiidae,Lepidophyma,flavimaculatum,Yellow-spotted night lizard,,,11,,
3295,Xantusiidae,Xantusia,henshawi,Granite night lizard,,,14.3,,
3296,Xantusiidae,Xantusia,riversiana,Island night lizard,,,13.9,,
3297,Xantusiidae,Xantusia,vigilis,Desert night lizard,,,10.9,,
3298,Xenopeltidae,Xenopeltis,unicolor,Sunbeam snake,,,12.1,,
3299,Xenophidia,Dispholidus,typus,Boomslang,,,8.7,,
3301,Carettochelyidae,Carettochelys,insculpta,Pignose turtle,,,38.4,,
3302,Chelidae,Chelodina,longicollis,Common snake-necked turtle,,,37,,
3303,Chelidae,Chelodina,oblonga,Oblong snakeneck turtle,,,,,
3304,Chelidae,Chelus,fimbriatus,Mata mata,,,35.8,,
3305,Chelidae,Elseya,dentata,Northern Australian snapping turtle,,,21.8,,
3306,Chelidae,Emydura,krefftii,Krefft's river turtle,,,15.8,,
3307,Chelidae,Emydura,macquarii,Macquarie turtle,,,20.9,,
3308,Chelidae,Mesoclemmys,dahli,Dahl's toad-headed turtle,,,27.4,,
3309,Chelidae,Myuchelys,latisternum,Serrated snapping turtle,,,26.5,,
3310,Chelidae,Phrynops,geoffroanus,Geoffrey's sideneck turtle,,,37.5,,
3311,Chelidae,Phrynops,hilarii,Hilaire's side-necked turtle,,,37.4,,
3312,Chelidae,Platemys,platycephala,Twistneck turtle,,,20,,
3313,Cheloniidae,Caretta,caretta,Loggerhead sea turtle,3650,3650,37,,
3314,Cheloniidae,Chelonia,mydas,Green sea turtle,3650,3650,75,,
3315,Cheloniidae,Eretmochelys,imbricata,Hawksbill,1277,1277,,,
3316,Cheloniidae,Lepidochelys,kempii,Atlantic ridley,2190,2190,,,
3317,Chelydridae,Chelydra,serpentina,Common snapping turtle,3285,2646,47,,
3318,Chelydridae,Macrochelys,temminckii,Alligator snapping turtle,4015,4015,70.3,,
3319,Dermatemydidae,Dermatemys,mawii,Central american river turtle,,,11.3,,
3320,Dermochelyidae,Dermochelys,coriacea,Leatherback sea turtle,,,30,,
3321,Emydidae,Actinemys,marmorata,Southwestern pond turtle,,,27.3,,
3322,Emydidae,Chrysemys,picta,Painted turtle,2750,1642,61,400,289.5
3323,Emydidae,Clemmys,guttata,Spotted turtle,2920,2920,30,,
3324,Emydidae,Deirochelys,reticularia,Chicken turtle,1825,912,24,,
3325,Emydidae,Emydoidea,blandingii,Blanding's turtle,6500,4380,77,,
3326,Emydidae,Emys,orbicularis,European pond turtle,,,120,,
3327,Emydidae,Glyptemys,insculpta,Wood turtle,5840,5840,60,,
3328,Emydidae,Glyptemys,muhlenbergii,Bog turtle,2900,2900,40,,
3329,Emydidae,Graptemys,barbouri,Barbour's map turtle,,,31.7,,
3330,Emydidae,Graptemys,caglei,Cagle's map turtle,,,14.5,,
3331,Emydidae,Graptemys,geographica,Common map turtle,5110,,,,
3332,Emydidae,Graptemys,nigrinoda,Black-knobbed map turtle,,,20.3,,
3333,Emydidae,Graptemys,oculifera,Ringed map turtle,,,20.3,,
3334,Emydidae,Graptemys,pseudogeographica,Mississippi map turtle,,,35.4,,
3335,Emydidae,Graptemys,pulchra,Alabama map turtle,,,15.7,,
3336,Emydidae,Malaclemys,terrapin,Diamondback terrapin,2190,910,,720,297.15
3337,Emydidae,Pseudemys,concinna,River cooter,2190,1277,44,,
3338,Emydidae,Pseudemys,nelsoni,Florida red-bellied turtle,,,26.1,,
3339,Emydidae,Pseudemys,rubriventris,Northern red-bellied cooter,,3285,,,
3340,Emydidae,Terrapene,carolina,Eastern box turtle,2190,2190,138,,
3341,Emydidae,Terrapene,coahuila,Coahuilan box turtle,,,18.8,,
3342,Emydidae,Terrapene,nelsoni,Spotted box turtle,,,24.9,,
3343,Emydidae,Terrapene,ornata,Ornate box turtle,2920,2920,28.4,,
3344,Emydidae,Trachemys,decorata,Hispaniolan slider,,,,,
3345,Emydidae,Trachemys,scripta,Common slider,2920,1460,41.3,240,297
3346,Geoemydidae,Batagur,baska,Indian batagur terrapin,,,21.7,,
3347,Geoemydidae,Cuora,amboinensis,Southeast Asian box turtle,,,38.2,,
3348,Geoemydidae,Cuora,flavomarginata,Yellow-margined box turtle,,,19.1,,
3349,Geoemydidae,Cuora,trifasciata,Chinese three-striped box turtle,,,31.8,,
3350,Geoemydidae,Cyclemys,dentata,Asian leaf turtle,,,14.7,,
3351,Geoemydidae,Geoclemys,hamiltonii,Indian black pond turtle,,,19.2,,
3352,Geoemydidae,Hardella,thurjii,Crowned river turtle,,,18,,
3353,Geoemydidae,Heosemys,annandalii,Yellow-headed temple turtle,,,9.3,,
3354,Geoemydidae,Heosemys,grandis,Giant asian pond turtle,,,29.6,,
3355,Geoemydidae,Heosemys,spinosa,Spiny turtle,,,22.9,,
3356,Geoemydidae,Malayemys,subtrijuga,Malayan snail-eating turtle,,,14.2,,
3357,Geoemydidae,Mauremys,annamensis,Annam leaf turtle,,,23.9,,
3358,Geoemydidae,Mauremys,caspica,Caspian turtle,,,17.6,,
3359,Geoemydidae,Mauremys,japonica,Japanese pond turtle,,,16.2,,
3360,Geoemydidae,Mauremys,leprosa,Spanish pond turtle,,,24.5,,
3361,Geoemydidae,Mauremys,mutica,Yellow pond turtle,,,22.1,,
3362,Geoemydidae,Mauremys,nigricans,Red-necked pond turtle,,,18,,
3363,Geoemydidae,Mauremys,reevesii,Reeves' turtle,,,24.2,,
3364,Geoemydidae,Mauremys,sinensis,Chinese stripe-necked turtle,,,22.8,,
3365,Geoemydidae,Melanochelys,trijuga,Indian black turtle,,,40,,
3366,Geoemydidae,Notochelys,platynota,Malayan flat-shelled turtle,,,18.8,,
3367,Geoemydidae,Pangshura,smithii,Brown roofed turtle,,,13.8,,
3368,Geoemydidae,Pangshura,tecta,Indian roofed turtle,,,11,,
3369,Geoemydidae,Rhinoclemmys,areolata,Furrowed wood turtle,,,19.3,,
3370,Geoemydidae,Rhinoclemmys,pulcherrima,Painted wood turtle,,,20.4,,
3371,Geoemydidae,Rhinoclemmys,rubida,Mexican spotted wood turtle,,,11.8,,
3372,Geoemydidae,Sacalia,bealei,Beal's eyed turtle,,,27.3,,
3373,Geoemydidae,Siebenrockiella,crassicollis,Thick-necked turtle,,,16.7,,
3374,Kinosternidae,Claudius,angustatus,Narrow-bridged musk turtle,,,16.1,,
3375,Kinosternidae,Kinosternon,baurii,Striped mud turtle,870,690,49.6,,
3376,Kinosternidae,Kinosternon,herrerai,Herrera's mud turtle,,,19.5,,
3377,Kinosternidae,Kinosternon,integrum,Mexican mud turtle,,,18.5,,
3378,Kinosternidae,Kinosternon,leucostomum,White-lipped mud turtle,,,19.2,,
3379,Kinosternidae,Kinosternon,scorpioides,Scorpion mud turtle,,,44.7,,
3380,Kinosternidae,Kinosternon,sonoriense,Sonoran mud turtle,,,36.5,,
3381,Kinosternidae,Kinosternon,subrubrum,Common mud turtle,1825,1460,40,,
3382,Kinosternidae,Staurotypus,salvinii,Pacific Coast giant musk turtle,,,26.3,,
3383,Kinosternidae,Staurotypus,triporcatus,Mexican giant musk turtle,,,33.5,,
3384,Kinosternidae,Sternotherus,carinatus,Keel-backed musk turtle,,,29.3,,
3385,Kinosternidae,Sternotherus,minor,Loggerhead musk turtle,2920,1460,23.9,,
3386,Kinosternidae,Sternotherus,odoratus,Stinkpot,1277,1277,54.8,,
3387,Pelomedusidae,Pelomedusa,subrufa,Helmeted turtle,,,20.1,,
3388,Pelomedusidae,Pelusios,castaneus,West African mud turtle,,,41,,
3389,Pelomedusidae,Pelusios,subniger,East African black mud turtle,,,47,,
3390,Platysternidae,Platysternon,megacephalum,Big-headed turtle,,,27,,
3391,Podocnemididae,Podocnemis,erythrocephala,Red-headed Amazon side-neck turtle,,,18,,
3392,Podocnemididae,Podocnemis,expansa,South American river turtle,,,25.3,,
3393,Podocnemididae,Podocnemis,unifilis,Yellow-spotted river turtle,,,,,
3394,Testudinidae,Aldabrachelys,gigantea,Aldabra tortoise,,,152,,
3395,Testudinidae,Astrochelys,radiata,Radiated tortoise,,,32.8,,
3396,Testudinidae,Centrochelys,sulcata,African spurred tortoise,,,54.3,,
3397,Testudinidae,Chelonoidis,carbonaria,Red-footed tortoise,,,49,,
3398,Testudinidae,Chelonoidis,denticulata,Yellow-footed tortoise,,,35.2,,
3399,Testudinidae,Chelonoidis,nigra,Galapagos tortoise,,,177,,
3400,Testudinidae,Geochelone,elegans,Indian star tortoise,,,24.3,,
3401,Testudinidae,Gopherus,agassizii,Desert tortoise,5500,5500,62.8,,
3402,Testudinidae,Gopherus,berlandieri,Berlandier's tortoise,,,30.7,,
3403,Testudinidae,Gopherus,polyphemus,Gopher tortoise,3650,3650,,5500,300
3404,Testudinidae,Homopus,areolatus,Parrot-beaked tortoise,,,28.6,,
3405,Testudinidae,Indotestudo,elongata,Elongated tortoise,,,,,
3406,Testudinidae,Indotestudo,forstenii,Travancore tortoise,,,32.9,,
3407,Testudinidae,Kinixys,belliana,Hingeback tortoise,,,26.5,,
3408,Testudinidae,Kinixys,erosa,Serrated forest hingeback tortoise,,,24.8,,
3409,Testudinidae,Malacochersus,tornieri,Pancake tortoise,,,25.9,,
3410,Testudinidae,Manouria,emys,East Indian upland tortoise,,,19.9,,
3411,Testudinidae,Stigmochelys,pardalis,Leopard tortoise,,,30,,
3412,Testudinidae,Testudo,graeca,Mediterranean spur-thighed tortoise,4560,4560,127,,
3413,Testudinidae,Testudo,hermanni,Hermann's tortoise,4560,4560,,,
3414,Testudinidae,Testudo,kleinmanni,Egyptian tortoise,,,21,,
3415,Testudinidae,Testudo,marginata,Marginated tortoise,,,21.2,,
3416,Trionychidae,Apalone,ferox,Florida softshell turtle,,,26.2,,
3417,Trionychidae,Apalone,mutica,Smooth softshell turtle,3285,1460,,,
3418,Trionychidae,Apalone,spinifera,Spiny softshell turtle,3285,3285,25.2,,
3419,Trionychidae,Lissemys,punctata,Indian flapshell turtle,,,17.8,,
3420,Trionychidae,Palea,steindachneri,Wattle-necked softshell turtle,,,41,,
3421,Trionychidae,Trionyx,triunguis,African softshell turtle,,,50.6,,
3422,Anguillidae,Anguilla,anguilla,European eel,4562,4015,88,,
3423,Anguillidae,Anguilla,australis,Shortfin eel,,,32,,
3424,Anguillidae,Anguilla,bicolor,Indonesian shortfin eel,,,20,,
3425,Anguillidae,Anguilla,dieffenbachii,New Zealand longfin eel,,,60,,
3426,Anguillidae,Anguilla,marmorata,Marbled eel,,,40,,
3427,Anguillidae,Anguilla,mossambica,African longfin eel,,,20,,
3428,Anguillidae,Anguilla,nebulosa,Long-finned eel,,,15,,
3429,Anguillidae,Anguilla,reinhardtii,Speckled longfin eel,7300,3650,41,,
3430,Anguillidae,Anguilla,rostrata,American eel,1642,1642,50,,
3431,Atherinidae,Atherina,presbyter,Sand smelt,,,4,,
3432,Atherinopsidae,Atherinops,affinis,Topsmelt,,,9,,
3433,Atherinopsidae,Atherinopsis,californiensis,Jacksmelt,,,11,,
3434,Atherinopsidae,Labidesthes,sicculus,Brook silverside,120,120,2,,
3435,Atherinopsidae,Leuresthes,tenuis,California grunion,,,8,,
3436,Atherinopsidae,Menidia,beryllina,Inland silverside,,,2,,
3437,Atherinopsidae,Menidia,extensa,Waccamaw silverside,,,3,,
3438,Atherinopsidae,Menidia,menidia,Atlantic silverside,,,2,,
3439,Synodontidae,Trachinocephalus,myops,Snakefish,730,730,7,,
3440,Adrianichthyidae,Oryzias,latipes,Japanese medaka,,,5,,
3441,Hemiramphidae,Hyporhamphus,melanochir,Dusky sea garfish,912,912,10,,
3442,Scomberesocidae,Cololabis,saira,Pacific saury,,,2,,
3443,Berycidae,Beryx,splendens,Alfonsino,2153,2737,23,,
3444,Trachichthyidae,Hoplostethus,atlanticus,Orange roughy,6448,7208,149,,
3445,Trachichthyidae,Hoplostethus,mediterraneus,Mediterranean redfish,,,,,
3446,Alestiidae,Brycinus,imberi,Spot-tail,,,5,,
3447,Alestiidae,Brycinus,macrolepidotus,Silversides,,,5,,
3448,Alestiidae,Hydrocynus,vittatus,Tiger fish,,,8,,
3449,Alestiidae,Micralestes,acutidens,Sharptooth tetra,,,3,,
3450,Characidae,Astyanax,bimaculatus,Twospot astyanax,,,18,,
3451,Characidae,Piaractus,brachypomus,Pirapitinga,,,28,,
3452,Citharinidae,Distichodus,niloticus,Nile distichodus,,,7.5,,
3453,Hepsetidae,Hepsetus,odoe,Pike characid,,,5,,
3454,Clupeidae,Alosa,aestivalis,Blueback shad,1460,1277,8,,
3455,Clupeidae,Alosa,agone,Twaite shad,,,25,,
3456,Clupeidae,Alosa,alabamae,Alabama shad,,,4,,
3457,Clupeidae,Alosa,alosa,Alice shad,1642,1277,10,,
3458,Clupeidae,Alosa,caspia,Caspian shad,,,7,,
3459,Clupeidae,Alosa,chrysochloris,Blue herring,,,4,,
3460,Clupeidae,Alosa,macedonica,Macedonia shad,,,10,,
3461,Clupeidae,Alosa,maeotica,Black sea shad,,,6,,
3462,Clupeidae,Alosa,pontica,Pontic shad,730,730,7,,
3463,Clupeidae,Alosa,pseudoharengus,Alewife,1642,1277,8,,
3464,Clupeidae,Alosa,sapidissima,American shad,1678,1569,13,,
3465,Clupeidae,Amblygaster,sirm,Spotted sardinella,310,350,8,,
3466,Clupeidae,Clupea,harengus,Atlantic herring,1095,1095,22,,
3467,Clupeidae,Clupea,pallasii,Pacific herring,,,19,,
3468,Clupeidae,Clupeonella,cultriventris,Black sea sprat,912,912,5,,
3469,Clupeidae,Dorosoma,cepedianum,American gizzard shad,730,730,6,,
3470,Clupeidae,Dorosoma,petenense,Threadfin shad,730,730,4,,
3471,Clupeidae,Escualosa,thoracata,White sardine,,,,,
3472,Clupeidae,Gilchristella,aestuaria,Gilchrist's round herring,,,6,,
3473,Clupeidae,Harengula,jaguana,Scaled herring,365,365,3,,
3474,Clupeidae,Potamalosa,richmondia,Australian freshwater herring,,,11,,
3475,Clupeidae,Sardina,pilchardus,True sardine,730,730,15,,
3476,Clupeidae,Sardinella,aurita,Round sardinella,365,365,7,,
3477,Clupeidae,Sardinella,gibbosa,Goldstripe sardinella,,,7,,
3478,Clupeidae,Sardinella,longiceps,Indian oil sardine,730,719,4,,
3479,Clupeidae,Sardinops,sagax,Pacific sardine,821,821,25,,
3480,Clupeidae,Sprattus,sprattus,European sprat,730,730,6,,
3481,Clupeidae,Tenualosa,toli,Toli shad,,,,,
3482,Engraulidae,Anchoa,compressa,Deepbody anchovy,,,6,,
3483,Engraulidae,Cetengraulis,mysticetus,Anchoveta,365,365,4,,
3484,Engraulidae,Engraulis,australis,Australian anchovy,,,6,,
3485,Engraulidae,Engraulis,encrasicolus,European anchovy,365,365,3,,
3486,Engraulidae,Engraulis,japonicus,Japanese anchovy,365,365,3,,
3487,Engraulidae,Engraulis,mordax,Californian anchoveta,365,,7,,
3488,Engraulidae,Engraulis,ringens,Peruvian anchoveta,,,3,,
3489,Balitoridae,Barbatula,barbatula,Stone loach,,,7,,
3490,Catostomidae,Carpiodes,carpio,River carpsucker,,,10,,
3491,Catostomidae,Carpiodes,cyprinus,Quillback,,,11,,
3492,Catostomidae,Carpiodes,velifer,Highfin carpsucker,,,11,,
3493,Catostomidae,Catostomus,catostomus,Longnose sucker,,,20,,
3494,Catostomidae,Catostomus,commersonii,White sucker,,,12,,
3495,Catostomidae,Catostomus,macrocheilus,Largescale sucker,,,15,,
3496,Catostomidae,Catostomus,microps,Modoc sucker,,,18,,
3497,Catostomidae,Catostomus,occidentalis,Sacramento sucker,,,10,,
3498,Catostomidae,Catostomus,platyrhynchus,Mountain sucker,1277,1003,9,,
3499,Catostomidae,Catostomus,rimiculus,Klamath smallscale sucker,,,9,,
3500,Catostomidae,Catostomus,tahoensis,Tahoe sucker,,,15,,
3501,Catostomidae,Chasmistes,cujus,Cui-ui,5657,5657,41,,
3502,Catostomidae,Chasmistes,liorus,June sucker,,,40,,
3503,Catostomidae,Cycleptus,elongatus,Blue sucker,,,13,,
3504,Catostomidae,Cycleptus,meridionalis,Southeastern blue sucker,,,33,,
3505,Catostomidae,Deltistes,luxatus,Lost river sucker,,,18,,
3506,Catostomidae,Erimyzon,oblongus,Creek chubsucker,,,6,,
3507,Catostomidae,Hypentelium,nigricans,Northern hog sucker,1000,700,11,,
3508,Catostomidae,Hypentelium,roanokense,Roanoke hog sucker,,,5,,
3509,Catostomidae,Ictiobus,bubalus,Smallmouth buffalo,,,15,,
3510,Catostomidae,Ictiobus,cyprinellus,Bigmouth buffalo,,,20,,
3511,Catostomidae,Ictiobus,niger,Black buffalo,,,24,,
3512,Catostomidae,Minytrema,melanops,Spotted sucker,,,6,,
3513,Catostomidae,Moxostoma,anisurum,Silver redhorse,,,10,,
3514,Catostomidae,Moxostoma,breviceps,Hookfin redhorse,1460,1460,8,,
3515,Catostomidae,Moxostoma,carinatum,River redhorse,1095,1095,12,,
3516,Catostomidae,Moxostoma,duquesnii,Black redhorse,1095,1095,10,,
3517,Catostomidae,Moxostoma,erythrurum,Golden redhorse,,,11,,
3518,Catostomidae,Moxostoma,macrolepidotum,Shorthead redhorse,,,9,,
3519,Catostomidae,Thoburnia,atripinnis,Blackfin sucker,,,4,,
3520,Catostomidae,Thoburnia,hamiltoni,Rustyside sucker,,,5,,
3521,Catostomidae,Thoburnia,rhothoeca,Torrent sucker,,,7,,
3522,Cobitidae,Misgurnus,fossilis,Loach,,,21.7,,
3523,Cyprinidae,Abramis,brama,Bream,2007,1825,23,,
3524,Cyprinidae,Aspius,aspius,Asp,1277,1277,11,,
3525,Cyprinidae,Barbus,bynni,Barb,,,16.3,,
3526,Cyprinidae,Barbus,mattozi,Papermouth,,,9,,
3527,Cyprinidae,Barbus,treurensis,Treur barb,,,6,,
3528,Cyprinidae,Campostoma,oligolepis,Largescale stoneroller,,,5,,
3529,Cyprinidae,Carassius,auratus,Goldfish,,,41,,
3530,Cyprinidae,Chondrostoma,nasus,Sneep,,,15,,
3531,Cyprinidae,Chrosomus,cumberlandensis,Blackside dace,,,4,,
3532,Cyprinidae,Chrosomus,eos,Northern redbelly dace,,,3,,
3533,Cyprinidae,Chrosomus,erythrogaster,Southern redbelly dace,,,3,,
3534,Cyprinidae,Chrosomus,neogaeus,Finescale dace,,,6,,
3535,Cyprinidae,Clinostomus,elongatus,Redside dace,,,4,,
3536,Cyprinidae,Couesius,plumbeus,Lake chub,1095,,5,,
3537,Cyprinidae,Ctenopharyngodon,idella,Silver orfe,1520,1460,21,,
3538,Cyprinidae,Cyprinella,analostana,Satinfin shiner,,,4,,
3539,Cyprinidae,Cyprinella,galactura,Whitetail shiner,,,4,,
3540,Cyprinidae,Cyprinella,lutrensis,Red shiner,,,2,,
3541,Cyprinidae,Cyprinella,spiloptera,Spotfin shiner,,,5,,
3542,Cyprinidae,Cyprinella,whipplei,Steelcolor shiner,,,3,,
3543,Cyprinidae,Cyprinus,carpio,Common carp,1095,1095,47,,
3544,Cyprinidae,Danio,rerio,Zebra danio or zebrafish,,,5.5,,
3545,Cyprinidae,Exoglossum,laurae,Tonguetied minnow,,,4,,
3546,Cyprinidae,Exoglossum,maxillingua,Cutlip minnow,,,2,,
3547,Cyprinidae,Gila,orcuttii,Arroyo chub,,,4,,
3548,Cyprinidae,Gila,robusta,Roundtail chub,,,8,,
3549,Cyprinidae,Gobio,gobio,Gudgeon,,,8,,
3550,Cyprinidae,Labeo,altivelis,Rednose labeo,,,9,,
3551,Cyprinidae,Labeo,rohita,Rohu,1073,985,10,,
3552,Cyprinidae,Labeobarbus,aeneus,Smallmouth yellowfish,,,12,,
3553,Cyprinidae,Lepidomeda,mollispinis,Virgin spinedace,,,3,,
3554,Cyprinidae,Leucaspius,delineatus,Belica,,,2,,
3555,Cyprinidae,Leuciscus,cephalus,European chub,1825,1277,22,,
3556,Cyprinidae,Leuciscus,idus,Ide,2007,1825,29.8,,
3557,Cyprinidae,Leuciscus,leuciscus,Common dace,1216,1186,16,,
3558,Cyprinidae,Luxilus,chrysocephalus,Striped shiner,,,4,,
3559,Cyprinidae,Luxilus,coccogenis,Warpaint shiner,1095,1095,5,,
3560,Cyprinidae,Luxilus,cornutus,Common shiner,,,4,,
3561,Cyprinidae,Luxilus,zonatus,Bleeding shiner,,,3,,
3562,Cyprinidae,Lythrurus,roseipinnis,Cherryfin shiner,,,1,,
3563,Cyprinidae,Lythrurus,umbratilis,Redfin shiner,,,3,,
3564,Cyprinidae,Macrhybopsis,aestivalis,Speckled chub,,,,,
3565,Cyprinidae,Margariscus,margarita,Pearl dace,,,4,,
3566,Cyprinidae,Nocomis,biguttatus,Horneyhead chub,,,4,,
3567,Cyprinidae,Nocomis,leptocephalus,Bluehead chub,,,4,,
3568,Cyprinidae,Nocomis,micropogon,River chub,730,730,5,,
3569,Cyprinidae,Nocomis,raneyi,Bull chub,,,5,,
3570,Cyprinidae,Notemigonus,crysoleucas,Golden shiner,,,9,,
3571,Cyprinidae,Notropis,albizonatus,Palezone shiner,,,3,,
3572,Cyprinidae,Notropis,anogenus,Pugnose shiner,,,3,,
3573,Cyprinidae,Notropis,atherinoides,Emerald shiner,,,4,,
3574,Cyprinidae,Notropis,baileyi,Rough shiner,,,4,,
3575,Cyprinidae,Notropis,blennius,River shiner,,,4,,
3576,Cyprinidae,Notropis,buccatus,Silverjaw minnow,,,3,,
3577,Cyprinidae,Notropis,buchanani,Ghost shiner,,,2,,
3578,Cyprinidae,Notropis,candidus,Silverside shiner,,,2,,
3579,Cyprinidae,Notropis,heterodon,Blackchin shiner,,,3,,
3580,Cyprinidae,Notropis,heterolepis,Blacknose shiner,,,,,
3581,Cyprinidae,Notropis,hudsonius,Spottail shiner,,,5,,
3582,Cyprinidae,Notropis,maculatus,Taillight shiner,,,,,
3583,Cyprinidae,Notropis,nubilus,Ozark minnow,,,4,,
3584,Cyprinidae,Notropis,perpallidus,Peppered shiner,,,4,,
3585,Cyprinidae,Notropis,petersoni,Coastal shiner,,,4,,
3586,Cyprinidae,Notropis,procne,Swallowtail shiner,,,3,,
3587,Cyprinidae,Notropis,rubellus,Rosyface shiner,,,3,,
3588,Cyprinidae,Notropis,rubricroceus,Saffron shiner,,,5,,
3589,Cyprinidae,Notropis,semperasper,Roughhead shiner,,,4,,
3590,Cyprinidae,Notropis,stramineus,Sand shiner,,,3,,
3591,Cyprinidae,Notropis,texanus,Weed shiner,,,3,,
3592,Cyprinidae,Notropis,topeka,Topeka shiner,,,3,,
3593,Cyprinidae,Notropis,volucellus,Mimic shiner,,,2,,
3594,Cyprinidae,Oreoleuciscus,humilis,Dwarf altai osman,,,15,,
3595,Cyprinidae,Oreoleuciscus,potanini,Altai osman,3102,3102,40,,
3596,Cyprinidae,Pelecus,cultratus,Ziege,1460,1095,11,,
3597,Cyprinidae,Phenacobius,crassilabrum,Fatlips minnow,365,365,3,,
3598,Cyprinidae,Phenacobius,mirabilis,Suckermouth minnow,,,3,,
3599,Cyprinidae,Phoxinus,phoxinus,Minnow,1277,1277,13,,
3600,Cyprinidae,Pimephales,notatus,Bluntnose minnow,,,5,,
3601,Cyprinidae,Pimephales,promelas,Fathead minnow,60,60,2,,
3602,Cyprinidae,Plagopterus,argentissimus,Woundfin,,,4,,
3603,Cyprinidae,Pseudobarbus,burchelli,Burchell's redfin,,,6,,
3604,Cyprinidae,Pteronotropis,hubbsi,Bluehead shiner,,,2,,
3605,Cyprinidae,Ptychocheilus,lucius,Colorado pikeminnow,,,12,,
3606,Cyprinidae,Relictus,solitarius,Relict dace,,,5,,
3607,Cyprinidae,Rhinichthys,atratulus,Blacknose dace,365,365,4,,
3608,Cyprinidae,Rhinichthys,cataractae,Longnose dace,1095,1095,5,,
3609,Cyprinidae,Rhinichthys,cobitis,Loach minnow,,,5,,
3610,Cyprinidae,Rhodeus,sericeus,Bitterling,912,912,5,,
3611,Cyprinidae,Richardsonius,egregius,Lahontan redside,,,5,,
3612,Cyprinidae,Rutilus,frisii,Kutum,,,12,,
3613,Cyprinidae,Rutilus,rutilus,Roach,1095,730,14,,
3614,Cyprinidae,Scardinius,erythrophthalmus,Pearl roach,1460,1095,19,,
3615,Cyprinidae,Semotilus,atromaculatus,Creek chub,1095,1095,8,,
3616,Aplocheilidae,Austrolebias,adloffi,Annual fish,,,3.7,,
3617,Aplocheilidae,Austrolebias,bellottii,Argentine pearlfish,,,3,,
3618,Aplocheilidae,Austrolebias,nigripinnis,Blackfin pearlfish,,,1,,
3620,Aplocheilidae,Nothobranchius,furzeri,Turquoise killifish,,28,1.1,,
3621,Aplocheilidae,Nothobranchius,guentheri,Gunther's nothobranch,,78,2.3,,
3622,Aplocheilidae,Nothobranchius,kilomberoensis,Kilombero,,,0.8,,
3623,Aplocheilidae,Nothobranchius,korthausae,Korthaus' killifish,,,1.6,,
3624,Aplocheilidae,Nothobranchius,kuhntae,Beira killifish,,49,1.2,,
3625,Aplocheilidae,Nothobranchius,rachovii,Bluefin notho,,,1.5,,
3626,Cyprinodontidae,Cyprinodon,macularius,Desert pupfish,,,2,,
3627,Cyprinodontidae,Cyprinodon,radiosus,Owens pupfish,,,2,,
3628,Cyprinodontidae,Cyprinodon,tularosa,White sands pupfish,,,5,,
3629,Fundulidae,Fundulus,catenatus,Northern studfish,,,5,,
3630,Fundulidae,Fundulus,parvipinnis,California killifish,,,3,,
3631,Fundulidae,Fundulus,seminolis,Seminole killifish,,,2,,
3632,Fundulidae,Fundulus,zebrinus,Plains killifish,,,3,,
3633,Fundulidae,Leptolucania,ommata,Pygmy killifish,,,2,,
3634,Fundulidae,Lucania,goodei,Bluefin killifish,,,2,,
3635,Poeciliidae,Gambusia,affinis,Mosquitofish,90,90,3,,
3636,Poeciliidae,Poecilia,reticulata,Guppy,,74,5,,
3637,Poeciliidae,Poeciliopsis,occidentalis,Gila topminnow,,,1,,
3638,Megalopidae,Megalops,atlanticus,Tarpon,3102,3650,55,,
3639,Megalopidae,Megalops,cyprinoides,Oxeye,,,44,,
3640,Esocidae,Esox,lucius,Northern pike,1116,889,30,,
3641,Esocidae,Esox,masquinongy,Muskellunge,1825,1460,30,,
3642,Esocidae,Esox,niger,Chain pickerel,912,912,9,,
3643,Umbridae,Dallia,pectoralis,Alaska blackfish,912,912,8,,
3644,Umbridae,Umbra,limi,Central mudminnow,,,4,,
3645,Gadidae,Boreogadus,saida,Arctic cod,,912,7,,
3646,Gadidae,Brosme,brosme,Cusk,3285,3285,20,,
3647,Gadidae,Ciliata,mustela,Fivebeard rockling,,,3,,
3648,Gadidae,Eleginus,gracilis,Saffron cod,912,912,12,,
3649,Gadidae,Enchelyopus,cimbrius,Fourbeard rockling,1095,1095,9,,
