HAGR_ID,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Maximum_Longevity_Years,Body_Mass_in_Grams,Temperature_in_Kelvin
1437,Triakidae,Mustelus,henlei,Brown smoothhound,2062,1131,13,,
1438,Triakidae,Mustelus,lenticulatus,Spotted estuary smooth-hound,1460,1435,19.5,,
1439,Triakidae,Mustelus,manazo,Starspotted smooth-hound,1085,772,10,,
1440,Triakidae,Mustelus,mustelus,Smooth-hound,4927,2737,24,,
1441,Triakidae,Triakis,semifasciata,Leopard shark,4745,2555,30,,
1442,Callorhinchidae,Callorhinchus,capensis,Cape elephantfish,1533,1204,12,,
1443,Callorhinchidae,Callorhinchus,milii,Elephant fish,1642,1095,6,,
1444,Chimaeridae,Chimaera,monstrosa,Rabbitfish,4181,,29.4,,
1445,Heterodontidae,Heterodontus,francisci,Horn shark,,,12,,
1446,Heterodontidae,Heterodontus,galeatus,Crested bullhead shark,,,12,,
1447,Notorynchidae,Notorynchus,cepedianus,Bluntnose sevengill shark,,5840,49,,
1448,Alopiidae,Alopias,pelagicus,Pelagic thresher shark,3139,2737,29,,
1449,Alopiidae,Alopias,superciliosus,Bigeye thresher,4690,3650,21,,
1450,Cetorhinidae,Cetorhinus,maximus,Basking shark,4197,2920,32,,
1451,Lamnidae,Carcharodon,carcharias,Great white shark,,3285,50,,
1452,Lamnidae,Isurus,oxyrinchus,Shortfin mako,5475,,25,,
1453,Lamnidae,Lamna,ditropis,Salmon shark,2738,,20,,
1454,Lamnidae,Lamna,nasus,Porbeagle,4745,,30,,
1455,Odontaspididae,Carcharias,taurus,Sand tiger shark,2500,1642,12,,
1456,Dasyatidae,Dasyatis,americana,Southern stingray,2008,,18,,
1457,Dasyatidae,Dasyatis,chrysonota,Blue stingray,2555,,10,,
1458,Dasyatidae,Dasyatis,dipterura,Diamond stingray,3468,,28,,
1459,Dasyatidae,Dasyatis,pastinaca,Common stingray,1350,,21,,
1460,Dasyatidae,Pteroplatytrygon,violacea,Pelagic stingray,1095,,24,,
1461,Mobulidae,Manta,birostris,Giant manta,2190,,20,,
1462,Myliobatidae,Aetobatus,flagellum,Longheaded eagle ray,2190,,16,,
1463,Myliobatidae,Myliobatis,californica,Bat ray,1825,1095,24,,
1464,Rhinopteridae,Rhinoptera,bonasus,Cownose ray,2190,,15.5,,
1465,Urolophidae,Trygonoptera,mucosa,Western shovelnose stingaree,1825,,16,,
1466,Urolophidae,Trygonoptera,personata,Masked stingaree,1460,,14,,
1467,Urolophidae,Urolophus,lobatus,Lobed stingaree,1095,,14,,
1468,Urolophidae,Urolophus,paucimaculatus,Sparsely-spotted stingaree,1460,,12,,
1469,Ginglymostomatidae,Ginglymostoma,cirratum,Nurse shark,,,25,,
1470,Hemiscylliidae,Chiloscyllium,plagiosum,Whitespotted bambooshark,,,25,,
1471,Rhincodontidae,Rhincodon,typus,Whale shark,6935,6935,54,,
1472,Pristidae,Pristis,perotteti,Largetooth sawfish,3650,,30,,
1473,Arhynchobatidae,Bathyraja,albomaculata,White-dotted skate,3650,,17,,
1474,Arhynchobatidae,Bathyraja,parmifera,Alaska skate,3650,2920,17,,
1475,Arhynchobatidae,Bathyraja,trachura,Roughtail skate,5303,,17,,
1476,Rajidae,Amblyraja,radiata,Thorny skate,4015,1460,16,,
1477,Rajidae,Dipturus,batis,Common skate,4015,4015,50,,
1478,Rajidae,Dipturus,chilensis,Beaked skate,5110,,22.5,,
1479,Rajidae,Dipturus,innominatus,New Zealand smooth skate,4745,2920,24,,
1480,Rajidae,Dipturus,nasutus,New Zealand rough skate,2080,1460,9,,
1481,Rajidae,Dipturus,pullopunctatus,Slime skate,4562,,18,,
1482,Rajidae,Dipturus,trachyderma,Roughskin skate,6205,,26,,
1483,Rajidae,Leucoraja,erinacea,Little skate,1460,1551,8,,
1484,Rajidae,Leucoraja,naevus,Sandy ray,3285,3102,14,,
1485,Rajidae,Leucoraja,ocellata,Winter skate,4198,,21,,
1486,Rajidae,Malacoraja,senta,Smooth skate,2092,,14,,
1487,Rajidae,Raja,asterias,Starry skate,1349,,6.3,,
1488,Rajidae,Raja,binoculata,Big skate,2920,,26,,
1489,Rajidae,Raja,brachyura,Blonde ray,2009,,8,,
1490,Rajidae,Raja,clavata,Thornback ray,3650,3650,12,,
1491,Rajidae,Raja,microocellata,Painted ray,1825,,9,,
1492,Rajidae,Raja,miraletus,Brown ray,847,,8.2,,
1493,Rajidae,Raja,montagui,Homelyn ray,1667,2920,,,
1494,Rajidae,Raja,rhina,Longnose skate,3650,,26,,
1495,Rajidae,Raja,texana,Roundel skate,2117,,9,,
1496,Rajidae,Raja,undulata,Undulate ray,3278,,13,,
1497,Rhinobatidae,Rhinobatos,horkelii,Brazilian guitarfish,2372,,28,,
1498,Rhinobatidae,Rhinobatos,productus,Shovelnose guitarfish,2555,2920,16,,
1499,Centrophoridae,Centrophorus,acus,Needle dogfish,7300,,20,,
1500,Centrophoridae,Centrophorus,granulosus,Gulper shark,4453,,25,,
1501,Centrophoridae,Centrophorus,squamosus,Leafscale gulper shark,16060,,70,,
1502,Centrophoridae,Deania,calcea,Birdbeak dogfish,9125,,35,,
1503,Dalatiidae,Dalatias,licha,Kitefin shark,2496,,18.4,,
1504,Etmopteridae,Etmopterus,baxteri,Giant lanternshark,10950,,57,,
1505,Etmopteridae,Etmopterus,spinax,Velvet belly,1825,,7,,
1506,Somniosidae,Centroscymnus,crepidater,Longnose velvet dogfish,7300,,57,,
1507,Somniosidae,Somniosus,microcephalus,Greenland shark,56940,,392,,
1508,Squalidae,Squalus,acanthias,Spur dogfish,7668,3163,75,,
1509,Squalidae,Squalus,blainville,Longnose spurdog,1861,,15,,
1510,Squalidae,Squalus,megalops,Shortnose spurdog,5475,,75,,
1511,Squalidae,Squalus,mitsukurii,Shortspine dogfish,5475,,27,,
1512,Squatinidae,Squatina,argentina,Argentine angelfish,1460,,12,,
1513,Squatinidae,Squatina,californica,Pacific angel shark,3650,,35,,
1514,Squatinidae,Squatina,occulta,Hidden angel shark,3650,,21,,
1515,Torpedinidae,Torpedo,californica,Pacific electric ray,3285,,16,,
1516,Torpedinidae,Torpedo,marmorata,Marbled electric ray,4562,,20,,
1517,Torpedinidae,Torpedo,torpedo,Eyed electric ray,1460,,10,,
1518,Acipenseridae,Acipenser,brevirostrum,Shortnose sturgeon,5657,,67,,
1519,Acipenseridae,Acipenser,dabryanus,Yangtze sturgeon,,,100,,
1520,Acipenseridae,Acipenser,fulvescens,Lake sturgeon,9490,2920,152,,
1521,Acipenseridae,Acipenser,gueldenstaedtii,Russian sturgeon,5110,4380,46,,
1522,Acipenseridae,Acipenser,oxyrinchus,Atlantic sturgeon,,,60,,
1523,Acipenseridae,Acipenser,ruthenus,Sterlet,2129,1460,46.1,,
1524,Acipenseridae,Acipenser,schrenckii,Amur sturgeon,4562,3285,60,,
1525,Acipenseridae,Acipenser,stellatus,Star sturgeon,3285,2190,27,,
1526,Acipenseridae,Acipenser,sturio,European sturgeon,4608,3467,100,,
1527,Acipenseridae,Acipenser,transmontanus,White sturgeon,8212,6022,104,,
1528,Acipenseridae,Huso,dauricus,Kaluga,6113,6387,55,,
1529,Acipenseridae,Huso,huso,Beluga sturgeon,6387,4745,118,,
1530,Acipenseridae,Pseudoscaphirhynchus,hermanni,Little shovelnose sturgeon,,,6,,
1531,Polyodontidae,Polyodon,spathula,Mississippi paddlefish,3285,2190,55,,
1532,Polypteridae,Polypterus,senegalus,Gray bichir,,,34,,
1533,Latimeriidae,Latimeria,chalumnae,Coelacanth,,,48,,
1534,Neoceratodontidae,Neoceratodus,forsteri,Australian lungfish,,,80,,
1535,Lepidosirenidae,Lepidosiren,paradoxa,South American lungfish,,,8.3,,
1536,Protopteridae,Protopterus,annectens,African lungfish,,,18,,
1537,Amiidae,Amia,calva,Bowfin,1551,1460,30,,
1538,Lepisosteidae,Lepisosteus,oculatus,Spotted gar,,,18,,
1539,Lepisosteidae,Lepisosteus,osseus,Longnose gar,2190,1277,36,,
1540,Lepisosteidae,Lepisosteus,platostomus,Shortnose gar,,,20,,
1542,Tenrecidae,Echinops,telfairi,Lesser hedgehog tenrec,365,365,19,116.4,307.85
1543,Tenrecidae,Geogale,aurita,Large-eared tenrec,,,,6.9,303.95
1544,Tenrecidae,Hemicentetes,semispinosus,Streaked tenrec,35,,2.7,116.4,308.15
1545,Tenrecidae,Microgale,dobsoni,Dobson's shrew tenrec,669,669,5.6,44.6,304.05
1546,Tenrecidae,Microgale,talazaci,Talazac's shrew tenrec,639,639,5.8,44,303.95
1547,Tenrecidae,Setifer,setosus,Greater hedgehog tenrec,198,258,14.1,427.6,305.35
1548,Tenrecidae,Tenrec,ecaudatus,Tenrec,182,,8.7,650,306.15
1549,Antilocapridae,Antilocapra,americana,Pronghorn,547,547,15.5,34779.3,311.15
1550,Bovidae,Addax,nasomaculatus,Addax,1065,,28,,
1551,Bovidae,Aepyceros,melampus,Impala,456,395,25.6,,
1552,Bovidae,Alcelaphus,buselaphus,Hartebeest,730,,22.5,,
1553,Bovidae,Ammodorcas,clarkei,Dibatag,,,,,
1554,Bovidae,Ammotragus,lervia,Aoudad,335,,21.7,,
1555,Bovidae,Antidorcas,marsupialis,Springbok,213,400,19.8,,312.55
1556,Bovidae,Antilope,cervicapra,Blackbuck,466,,23.9,,
1557,Bovidae,Beatragus,hunteri,Hirola,,,,,
1558,Bovidae,Bison,bison,American bison,912,912,33.5,,311.85
1559,Bovidae,Bison,bonasus,European bison,730,730,26.4,,311.5
1560,Bovidae,Bos,frontalis,Gaur,590,550,26.2,,
1561,Bovidae,Bos,grunniens,Yak,738,738,26.3,,311.15
1562,Bovidae,Bos,javanicus,Banteng,730,,27.1,,311.95
1563,Bovidae,Bos,sauveli,Kouprey,,,,,
1564,Bovidae,Bos,taurus,Domestic cattle,548,,20,347000,311.15
1565,Bovidae,Boselaphus,tragocamelus,Nilgai,815,,21.7,,
1566,Bovidae,Bubalus,bubalis,Water buffalo,502,,34.9,,311.25
1567,Bovidae,Bubalus,depressicornis,Anoa,730,730,36.1,,
1568,Bovidae,Bubalus,mindorensis,Tamaraw,,,,,
1569,Bovidae,Bubalus,quarlesi,Mountain anoa,,,29.2,,
1570,Bovidae,Budorcas,taxicolor,Takin,730,730,21.9,,
1571,Bovidae,Capra,caucasica,West Caucasian tur,,,19.3,,
1572,Bovidae,Capra,cylindricornis,East Caucasian tur,1019,914,20.2,,
1573,Bovidae,Capra,falconeri,Markhor,745,,19.1,,
1574,Bovidae,Capra,hircus,Domestic goat,406,685,20.8,,312.45
1575,Bovidae,Capra,ibex,Ibex,797,1256,20.9,,
1576,Bovidae,Capra,nubiana,Nubian ibex,,,22.4,,
1577,Bovidae,Capra,pyrenaica,Spanish ibex,548,1096,,,
1578,Bovidae,Capra,sibirica,Siberian ibex,,,22.3,,
1579,Bovidae,Capricornis,crispus,Japanese serow,1095,1095,24,,
1580,Bovidae,Capricornis,sumatraensis,Serow,912,1004,18.5,,
1581,Bovidae,Cephalophus,dorsalis,Bay duiker,578,,17.5,,
1582,Bovidae,Cephalophus,jentinki,Jentink's duiker,,,21,,
1583,Bovidae,Cephalophus,natalensis,Natal duiker,,,15.2,,
1584,Bovidae,Cephalophus,niger,Black duiker,,,14.8,,
1585,Bovidae,Cephalophus,nigrifrons,Black-fronted duiker,,,17.9,,
1586,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,270,270,15.2,,
1587,Bovidae,Cephalophus,silvicultor,Yellow-backed duiker,,,22.5,,
1588,Bovidae,Cephalophus,weynsi,Weyns's duiker,,,15.2,,
1589,Bovidae,Cephalophus,zebra,Zebra duiker,,,,,
1590,Bovidae,Connochaetes,gnou,Black wildebeest,763,,21.8,,
1591,Bovidae,Connochaetes,taurinus,Blue wildebeest,411,912,24.3,196500,311.15
1592,Bovidae,Damaliscus,lunatus,Topi,639,,23.6,,
1593,Bovidae,Damaliscus,pygargus,Sassaby or blesbok,707,,23,,
1594,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,,,14.5,,
1595,Bovidae,Eudorcas,thomsonii,Thomson's gazelle,365,,20,,
1596,Bovidae,Gazella,bennettii,Indian gazelle,,,,,
1597,Bovidae,Gazella,cuvieri,Cuvier's gazelle,349,180,17.9,,
1598,Bovidae,Gazella,dorcas,Dorcas gazelle,730,589,23.7,,312.05
1599,Bovidae,Gazella,gazella,Mountain gazelle,476,,18.3,,312.65
1600,Bovidae,Gazella,leptoceros,Rhim gazelle,157,,14.6,,
1601,Bovidae,Gazella,spekei,Speke's gazelle,511,,,,
1602,Bovidae,Gazella,subgutturosa,Goitered gazelle,646,746,16.3,,312.65
1603,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,669,,17.3,,
1604,Bovidae,Hemitragus,jayakari,Arabian tahr,,,,,
1605,Bovidae,Hemitragus,jemlahicus,Himalayan tahr,547,730,21.8,,
1606,Bovidae,Hippotragus,equinus,Roan antelope,730,814,25.9,,
1607,Bovidae,Hippotragus,niger,Sable antelope,768,1184,22.2,,
1608,Bovidae,Kobus,ellipsiprymnus,Waterbuck,771,,30,100000,311.85
1609,Bovidae,Kobus,kob,Kob,403,365,21.9,,
1610,Bovidae,Kobus,leche,Lechwe,898,1050,25.4,,
1611,Bovidae,Kobus,megaceros,Nile lechwe,730,730,21.1,,
1612,Bovidae,Litocranius,walleri,Gerenuk,359,,17.3,,
1613,Bovidae,Madoqua,guentheri,Gunther's dik-dik,,,17.5,,310.95
1614,Bovidae,Madoqua,kirkii,Kirk's dik-dik,213,304,17.3,4290,312.15
1615,Bovidae,Naemorhedus,baileyi,Red goral,,,19,,
1616,Bovidae,Naemorhedus,caudatus,Chinese goral,,,20.3,,
1617,Bovidae,Naemorhedus,goral,Goral,500,500,17.6,,
1618,Bovidae,Nanger,dama,Dama gazelle,,,19.3,,312.35
1619,Bovidae,Nanger,granti,Grant's gazelle,251,,19.7,,
1620,Bovidae,Nanger,soemmerringii,Soemmering's gazelle,640,,15.5,,
1621,Bovidae,Neotragus,moschatus,Suni,183,183,13.5,,
1622,Bovidae,Neotragus,pygmaeus,Royal antelope,,,11.1,,
1623,Bovidae,Oreamnos,americanus,Mountain goat,912,912,20.8,32000,
1624,Bovidae,Oreotragus,oreotragus,Klipspringer,365,365,25.9,,
1625,Bovidae,Oryx,dammah,Scimitar-horned oryx,639,,27.5,,
1626,Bovidae,Oryx,gazella,Gemsbok,550,550,23.8,,312.05
1627,Bovidae,Oryx,leucoryx,Arabian oryx,794,,20.8,,311.65
1628,Bovidae,Ourebia,ourebi,Oribi,304,426,15.9,,
1629,Bovidae,Ovibos,moschatus,Muskox,1096,1278,27.4,,310.85
1630,Bovidae,Ovis,ammon,Argali,403,823,16.8,,
1631,Bovidae,Ovis,aries,Domestic sheep or mouflon,548,914,22.8,,311.95
1632,Bovidae,Ovis,canadensis,Bighorn sheep,707,749,20.6,67030.8,311.15
1633,Bovidae,Ovis,dalli,Dall's sheep,684,639,19.6,,
1634,Bovidae,Pelea,capreolus,Common rhebok,,,,,
1635,Bovidae,Philantomba,maxwellii,Maxwell's duiker,730,,18.3,,
1636,Bovidae,Philantomba,monticola,Blue duiker,487,685,15.9,4200,312.55
1637,Bovidae,Procapra,gutturosa,Mongolian gazelle,532,,12,,
1638,Bovidae,Pseudois,nayaur,Bharal,730,,20.9,,
1639,Bovidae,Raphicerus,campestris,Steenbok,238,243,9.3,9600,312.55
1640,Bovidae,Raphicerus,melanotis,Cape grysbok,,,,,
1641,Bovidae,Redunca,arundinum,Southern reedbuck,,,16.8,,
1642,Bovidae,Redunca,fulvorufula,Mountain reedbuck,388,335,15,,
1643,Bovidae,Redunca,redunca,Bohar reedbuck,502,502,,,
1644,Bovidae,Rupicapra,pyrenaica,Pyrenean chamois,,,,,
1645,Bovidae,Rupicapra,rupicapra,Chamois,674,669,17.6,,
1646,Bovidae,Saiga,tatarica,Saiga,331,669,,,
1647,Bovidae,Sylvicapra,grimmia,Bush duiker,255,255,15.4,,
1648,Bovidae,Syncerus,caffer,African buffalo,1475,1674,32.8,,
1649,Bovidae,Taurotragus,derbianus,Giant eland,1107,,20.3,,
1650,Bovidae,Taurotragus,oryx,Eland,589,571,26.1,141404,309.65
1651,Bovidae,Tetracerus,quadricornis,Four-horned antelope,365,,17.4,,
1652,Bovidae,Tragelaphus,angasii,Nyala,452,,18.5,,
1653,Bovidae,Tragelaphus,eurycerus,Bongo,806,914,21.9,,
1654,Bovidae,Tragelaphus,imberbis,Lesser kudu,504,504,19.8,,
1655,Bovidae,Tragelaphus,scriptus,Bushbuck,496,,15.3,,
1656,Bovidae,Tragelaphus,spekii,Sitatunga,401,,22.6,,
1657,Bovidae,Tragelaphus,strepsiceros,Greater kudu,517,,23.5,,312.05
1658,Camelidae,Camelus,bactrianus,Bactrian camel,1278,1278,35.4,,
1659,Camelidae,Camelus,dromedarius,Dromedary,1095,2191,28.4,407000,310.65
1660,Camelidae,Lama,glama,Llama,800,800,28.9,115000,311.45
1661,Camelidae,Lama,guanicoe,Guanaco,365,730,33.7,,311.15
1662,Camelidae,Vicugna,pacos,Alpaca,432,500,25.8,,312.25
1663,Camelidae,Vicugna,vicugna,Vicugna,730,730,31.6,,313.05
1665,Cervidae,Alces,alces,Moose,751,612,,325000,311.75
1666,Cervidae,Axis,axis,Chital,766,913,20.8,,312.35
1667,Cervidae,Axis,calamianensis,Calamian deer,,,17.2,,
1668,Cervidae,Axis,kuhlii,Bawean deer,,,17.8,,
1669,Cervidae,Axis,porcinus,Hog deer,304,,22.9,,
1670,Cervidae,Blastocerus,dichotomus,Marsh deer,,,,,
1671,Cervidae,Capreolus,capreolus,Western roe deer,413,655,17.5,21500,311.15
1672,Cervidae,Capreolus,pygargus,Eastern roe deer,,,,,
1673,Cervidae,Cervus,elaphus,Red deer,852,730,31.5,67000,308.35
1674,Cervidae,Cervus,nippon,Sika deer,500,500,26.3,,312.95
1675,Cervidae,Dama,dama,Fallow deer,487,507,21.1,,
1676,Cervidae,Elaphodus,cephalophus,Tufted deer,639,730,22.7,,
1677,Cervidae,Elaphurus,davidianus,Pere David's deer,821,1186,27.5,,
1678,Cervidae,Hippocamelus,antisensis,Guemals,,,,,
1679,Cervidae,Hippocamelus,bisulcus,Chilean guemal,,,,,
1680,Cervidae,Hydropotes,inermis,Chinese water deer,183,,13.9,,311.45
1681,Cervidae,Mazama,americana,Red brocket,395,365,17.1,,
1682,Cervidae,Mazama,gouazoubira,Gray brocket,395,365,14.8,,
1683,Cervidae,Muntiacus,crinifrons,Black muntjac,,,,,
1684,Cervidae,Muntiacus,feae,Fea's muntjac,,,,,
1685,Cervidae,Muntiacus,muntjak,Indian muntjac,272,332,18.8,,
1686,Cervidae,Muntiacus,reevesi,Reeves's muntjac,274,,23.2,,
1687,Cervidae,Odocoileus,hemionus,Mule deer,478,503,22,,313.15
1688,Cervidae,Odocoileus,virginianus,White-tailed deer,309,417,23,61862.5,312.15
1689,Cervidae,Ozotoceros,bezoarticus,Pampas deer,365,,21.9,,310.65
1690,Cervidae,Przewalskium,albirostre,Thorold's deer,730,,21.3,,
1691,Cervidae,Pudu,puda,Southern pudu,274,320,18.3,,
1692,Cervidae,Rangifer,tarandus,Caribou and reindeer,662,680,21.8,85000,310.35
1693,Cervidae,Rucervus,duvaucelii,Barasingha,1095,,24.5,,
1694,Cervidae,Rucervus,eldii,Eld's deer,508,,20.5,,
1695,Cervidae,Rusa,alfredi,Visayan spotted deer,,,18.5,,
1696,Cervidae,Rusa,marianna,Philippine deer,,,,,
1697,Cervidae,Rusa,timorensis,Timor deer,464,,21.1,,
1698,Cervidae,Rusa,unicolor,Sambar,650,,26.4,,
1699,Giraffidae,Giraffa,camelopardalis,Giraffe,1278,1644,39.5,,310.25
1700,Giraffidae,Okapia,johnstoni,Okapi,578,790,33.5,,311.22
1701,Hippopotamidae,Hexaprotodon,liberiensis,Pygmy hippopotamus,1278,1644,42.3,,
1702,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,1279,1279,61.2,,308.55
1703,Moschidae,Moschus,berezovskii,Chinese forest musk deer,540,540,,,
1704,Moschidae,Moschus,chrysogaster,Alpine musk deer,639,,,,
1705,Moschidae,Moschus,moschiferus,Siberian musk deer,473,,,,
1706,Suidae,Babyrousa,babyrussa,Babirusa,548,548,22.9,,
1707,Suidae,Hylochoerus,meinertzhageni,Giant forest hog,365,517,,,
1708,Suidae,Phacochoerus,africanus,Wart hog,578,578,20.9,,
1709,Suidae,Potamochoerus,larvatus,Bushpig,,,,,
1710,Suidae,Potamochoerus,porcus,Red river hog,1096,1096,22,,
1711,Suidae,Sus,barbatus,Bearded pig,,,16.2,,
1712,Suidae,Sus,salvanius,Pygmy hog,700,700,14,,
1713,Suidae,Sus,scrofa,Wild boar,334,768,27,135000,312.15
1714,Suidae,Sus,verrucosus,Javan pig,274,,17,,
1715,Tayassuidae,Catagonus,wagneri,Chacoan peccary,1096,,,,
1716,Tayassuidae,Pecari,tajacu,Collared peccary,329,358,31.5,20500,310.65
1717,Tayassuidae,Tayassu,pecari,White-lipped peccary,548,548,28.5,,311.65
1718,Tragulidae,Hyemoschus,aquaticus,Water chevrotain,403,403,,,
1719,Tragulidae,Moschiola,meminna,Indian spotted chevrotain,,,14.5,,
1720,Tragulidae,Tragulus,javanicus,Lesser mouse-deer,167,167,14,1615.5,311.55
1721,Tragulidae,Tragulus,napu,Greater mouse-deer,137,135,16.7,,
1722,Ailuridae,Ailurus,fulgens,Red panda,550,550,19,5740,310.75
1723,Canidae,Atelocynus,microtis,Short-eared dog,,,11.9,,
1724,Canidae,Canis,adustus,Side-striped jackal,274,274,13.7,,
1725,Canidae,Canis,aureus,Golden jackal,334,334,18.8,,311.95
1726,Canidae,Canis,familiaris,Domestic dog,510,510,24,,
1727,Canidae,Canis,latrans,Coyote,274,274,21.8,10148.9,310.15
1728,Canidae,Canis,lupus,Gray wolf,669,669,20.6,,311.45
1729,Canidae,Canis,mesomelas,Black-backed jackal,309,251,16.7,7720,311.15
1730,Canidae,Cerdocyon,thous,Crab-eating fox,274,274,12.7,5444,311.35
1731,Canidae,Chrysocyon,brachyurus,Maned wolf,730,,16.8,,
1732,Canidae,Cuon,alpinus,Dhole,365,365,16.1,,
1733,Canidae,Lycalopex,culpaeus,Culpeo,365,,13.1,,
1734,Canidae,Lycalopex,griseus,Argentinian gray fox,,,10.9,,
1735,Canidae,Lycalopex,gymnocercus,Pampas fox,304,,13.7,,
1736,Canidae,Lycalopex,sechurae,Sechuran fox,,,9.9,,
1737,Canidae,Lycalopex,vetulus,Hoary fox,,,12.6,,
1738,Canidae,Lycaon,pictus,African wild dog,639,639,17,8750,
1739,Canidae,Nyctereutes,procyonoides,Raccoon dog,304,304,16.6,,311.15
1740,Canidae,Otocyon,megalotis,Bat-eared fox,365,,17,,
1741,Canidae,Speothos,venaticus,Bush dog,304,365,14.1,,
1742,Canidae,Urocyon,cinereoargenteus,Gray fox,345,365,16.2,,
1743,Canidae,Urocyon,littoralis,Island gray fox,365,,,,
1744,Canidae,Vulpes,bengalensis,Indian fox,,,,,
1745,Canidae,Vulpes,cana,Blanford's fox,304,304,,,311.65
1746,Canidae,Vulpes,chama,Cape fox,274,274,,,
1747,Canidae,Vulpes,corsac,Corsac fox,504,,13,,
1748,Canidae,Vulpes,lagopus,Arctic fox,304,304,16.3,3600,311.75
1749,Canidae,Vulpes,macrotis,Kit fox,,,15.8,1769,311.15
1750,Canidae,Vulpes,pallida,Pale fox,,,16,,
1751,Canidae,Vulpes,rueppellii,Ruppell's sand fox,,,14.3,,
1752,Canidae,Vulpes,velox,Swift fox,365,365,15.9,1769,
1753,Canidae,Vulpes,vulpes,Red fox,304,304,21.3,4580.3,311.85
1754,Canidae,Vulpes,zerda,Fennec,274,274,16.3,1159.2,311.95
1755,Eupleridae,Cryptoprocta,ferox,Fossa,1496,,23.1,,
1756,Eupleridae,Fossa,fossana,Malagasy civet,728,,21.4,2260,311.05
1757,Eupleridae,Galidia,elegans,Ring-tailed mongoose,737,,26,,
1758,Eupleridae,Mungotictis,decemlineata,Narrow-striped mongoose,742,,,,
1759,Felidae,Acinonyx,jubatus,Cheetah,456,456,20.5,38446.1,312.15
1760,Felidae,Caracal,caracal,Caracal,456,456,20.3,,
1761,Felidae,Catopuma,temminckii,Asiatic golden cat,639,,23,,
1762,Felidae,Felis,catus,Domestic cat,289,,30,,311.25
1763,Felidae,Felis,chaus,Jungle cat,335,,20,,
1764,Felidae,Felis,manul,Pallas' cat,365,,15.9,,
1765,Felidae,Felis,margarita,Sand cat,274,,13.9,,
1766,Felidae,Felis,nigripes,Black-footed cat,445,434,15.6,,
1767,Felidae,Felis,silvestris,Wild cat,304,304,19,,
1768,Felidae,Leopardus,colocolo,Colocolo,,,19.6,,
1769,Felidae,Leopardus,geoffroyi,Geoffroy's cat,479,,23,,
1770,Felidae,Leopardus,guigna,Kodkod,,,,,
1771,Felidae,Leopardus,pardalis,Ocelot,600,600,28.2,10500,311.15
1772,Felidae,Leopardus,tigrinus,Little spotted cat,,,21.9,,
1773,Felidae,Leopardus,wiedii,Margay,659,,24,3600,311.55
1774,Felidae,Leptailurus,serval,Serval,821,,22.4,1012,
1775,Felidae,Lynx,canadensis,Canada lynx,498,573,26.8,,
1776,Felidae,Lynx,lynx,Eurasian lynx,639,1004,23.7,,
1777,Felidae,Lynx,pardinus,Spanish lynx,,,,,
1778,Felidae,Lynx,rufus,Bobcat,365,730,32.3,9400,
1779,Felidae,Neofelis,nebulosa,Clouded leopard,730,1095,19.8,,
1780,Felidae,Panthera,leo,Lion,1095,1095,27,98000,311.05
1781,Felidae,Panthera,onca,Jaguar,730,730,28,50400,310.15
1782,Felidae,Panthera,pardus,Leopard,937,771,27.3,,
1783,Felidae,Panthera,tigris,Tiger,1268,1415,26.3,137900,310.65
1784,Felidae,Pardofelis,marmorata,Marbled cat,,,,,
1785,Felidae,Prionailurus,bengalensis,Leopard cat,365,,17,,
1786,Felidae,Prionailurus,planiceps,Flat-headed cat,,,14,,
1787,Felidae,Prionailurus,rubiginosus,Rusty-spotted cat,,,17.9,,
